station_id,2023-05-06
SNOTEL:872_WY_SNTL,7.5
SNOTEL:873_OR_SNTL,10
SNOTEL:874_CO_SNTL,38.5
SNOTEL:876_MT_SNTL,1.9
SNOTEL:877_AZ_SNTL,-9999
SNOTEL:878_WY_SNTL,10.4
SNOTEL:895_ID_SNTL,12.2
SNOTEL:896_UT_SNTL,23.2
SNOTEL:897_WA_SNTL,20.5
SNOTEL:899_WA_SNTL,25
SNOTEL:901_MT_SNTL,29.4
SNOTEL:902_AZ_SNTL,-9999
SNOTEL:904_CO_SNTL,31.7
SNOTEL:905_CO_SNTL,12.3
SNOTEL:906_UT_SNTL,6.6
SNOTEL:907_UT_SNTL,0.8
SNOTEL:909_WA_SNTL,30.7
SNOTEL:911_WA_SNTL,32.5
SNOTEL:912_WA_SNTL,41.7
SNOTEL:913_CO_SNTL,13.5
SNOTEL:915_ID_SNTL,-9999
SNOTEL:917_MT_SNTL,0
SNOTEL:918_MT_SNTL,4.8
SNOTEL:919_MT_SNTL,10.4
SNOTEL:920_SD_SNTL,0.6
SNOTEL:921_NM_SNTL,0
SNOTEL:922_NM_SNTL,14.9
SNOTEL:923_WY_SNTL,24.2
SNOTEL:924_MT_SNTL,5.9
SNOTEL:925_OR_SNTL,5.7
SNOTEL:926_ID_SNTL,24.7
SNOTEL:927_AZ_SNTL,19.4
SNOTEL:929_MT_SNTL,7.1
SNOTEL:930_MT_SNTL,10.9
SNOTEL:935_CO_SNTL,9.2
SNOTEL:936_CO_SNTL,7.2
SNOTEL:937_CO_SNTL,7.8
SNOTEL:939_CO_SNTL,3
SNOTEL:941_WA_SNTL,0
SNOTEL:942_WA_SNTL,20.9
SNOTEL:945_OR_SNTL,0.2
SNOTEL:972_UT_SNTL,23.4
SNOTEL:974_WA_SNTL,26.4
SNOTEL:975_WA_SNTL,1.4
SNOTEL:976_OR_SNTL,-9999
SNOTEL:978_ID_SNTL,28.2
SNOTEL:981_MT_SNTL,1.5
SNOTEL:982_WY_SNTL,0
SNOTEL:984_WA_SNTL,0.1
SNOTEL:988_ID_SNTL,19.5
SNOTEL:989_ID_SNTL,2
SNOTEL:990_WA_SNTL,28.1
SNOTEL:991_WA_SNTL,-9999
SNOTEL:992_UT_SNTL,5
SNOTEL:994_WA_SNTL,-9999
SNOTEL:995_WA_SNTL,-9999
SNOTEL:996_WA_SNTL,-9999
SNOTEL:998_WA_SNTL,78.3
SNOTEL:999_WA_SNTL,49.2
