station_id,2022-12-10
SNOTEL:827_CO_SNTL,2.3
SNOTEL:830_ID_SNTL,10.6
SNOTEL:831_WY_SNTL,5.9
SNOTEL:832_WA_SNTL,3.8
SNOTEL:833_UT_SNTL,2.6
SNOTEL:834_CA_SNTL,5.1
SNOTEL:835_MT_SNTL,5.0
SNOTEL:837_WY_SNTL,12.2
SNOTEL:838_CO_SNTL,4.2
SNOTEL:839_CO_SNTL,1.7
SNOTEL:840_CO_SNTL,7.1
SNOTEL:841_WA_SNTL,3.9
SNOTEL:842_CO_SNTL,5.7
SNOTEL:844_UT_SNTL,2.3
SNOTEL:845_ID_SNTL,9.7
SNOTEL:847_MT_SNTL,3.3
